0,1,2,3,4
6.3,4.394868315263833,4.7,2.7685348371886125,1.0
7.7,2.6,6.9,2.3,0.0
6.3,2.8,5.1,1.5,0.0
4.8,3.4,1.9,0.2,0.0
5.2,3.5,1.5,0.2,0.0
5.0,2.3,3.3,1.0,0.0
5.8,2.7,4.1,1.0,0.0
5.0,3.5,1.6,0.6,0.0
6.7,3.1,4.4,1.4,0.0
6.8,3.0,5.5,2.1,0.0
4.8,0.1,1.4,3.0,1.0
5.2,2.7,3.9,1.4,0.0
4.6,3.2,1.4,0.2,0.0
7.08932316518788,2.2,4.0,2.2018773653412307,1.0
6.3,2.5,4.9,1.5,0.0
6.0,2.2,5.0,1.5,0.0
5.1,3.8,1.9,0.4,0.0
5.5,2.4,3.8,1.1,0.0
1.8,2.5,5.8,7.6240964995734295,1.0
7.2,3.2,7.361355292224358,3.0470808432224277,1.0
7.2,3.0,5.8,1.6,0.0
6.9,3.2,5.7,2.3,0.0
6.9,3.1,4.9,1.5,0.0
5.4,3.0,4.5,1.5,0.0
6.6,2.9,4.6,1.3,0.0
5.6,2.7,4.2,1.3,0.0
5.6,3.0,4.1,1.3,0.0
5.5,4.2,1.4,0.2,0.0
7.2,3.6,6.1,2.5,0.0
5.9,3.0,4.2,1.5,0.0
6.1,3.0,4.6,1.4,0.0
6.5,3.0,5.5,1.8,0.0
5.0,3.3,1.4,0.2,0.0
4.3,3.0,1.1,0.1,0.0
5.1,3.4,1.5,0.2,0.0
6.4,3.1,5.5,1.8,0.0
7.0,3.2,4.7,1.4,0.0
5.4,3.9,1.3,0.4,0.0
4.6,3.6,1.0,0.2,0.0
6.1,2.9,4.7,1.4,0.0
5.6,3.0,4.5,1.5,0.0
5.0,3.0,1.6,0.2,0.0
6.5,3.0,5.8,2.2,0.0
6.9,3.1,5.4,2.1,0.0
6.4,2.8,5.6,2.1,0.0
6.0,3.0,4.8,1.8,0.0
6.8,2.8,4.8,1.4,0.0
4.8,3.4,1.6,0.2,0.0
6.3,1.8,4.9,2.7,1.0
6.5,3.2,5.1,2.0,0.0
5.7,4.4,1.5,0.4,0.0
5.5,2.4,3.7,1.0,0.0
3.3,6.7,5.7,2.5,1.0
6.3,2.9,5.6,1.8,0.0
6.666910922417061,3.7,2.729311826488951,0.2,1.0
5.2,4.1,1.5,0.1,0.0
5.0,2.0,3.5,1.0,0.0
5.4,3.7,1.5,0.2,0.0
5.1,3.7,1.5,0.4,0.0
4.4,3.2,1.3,0.2,0.0
5.0,3.6,1.4,0.2,0.0
6.2,2.9,4.3,1.3,0.0
7.7,3.8,6.7,2.2,0.0
5.9,3.2,4.8,1.8,0.0
6.4,2.7,5.3,1.9,0.0
6.2,2.2,4.5,1.5,0.0
5.8,2.7,6.337672172796113,2.9835389646615873,1.0
5.7,2.5,5.0,2.0,0.0
5.0,3.4,1.5,0.2,0.0
4.6,1.4,3.4,0.3,1.0
5.8,2.7,5.1,1.9,0.0
6.1,3.0,4.9,1.8,0.0
6.7,3.3,5.7,2.1,0.0
4.9,3.6,1.4,0.1,0.0
6.2,3.4,5.4,2.3,0.0
5.7,2.9,4.2,1.3,0.0
6.1,2.8,4.0,1.3,0.0
5.7,3.8,1.7,0.3,0.0
4.4,3.0,1.3,0.2,0.0
6.3,2.5,5.0,1.9,0.0
4.7,3.2,1.3,0.2,0.0
5.6,2.0,4.9,4.027419588667205,1.0
5.1,3.3,1.7,0.5,0.0
4.6,3.1,1.5,0.2,0.0
5.7,2.8,4.5,1.3,0.0
6.7,3.1,5.6,2.4,0.0
6.2,2.8,4.8,1.8,0.0
6.6,3.0,4.4,1.4,0.0
5.7,2.8,4.1,1.3,0.0
6.0,2.7,5.1,1.6,0.0
1.3,2.3,5.652131041821756,0.3,1.0
7.3,2.9,6.3,1.8,0.0
5.4,3.9,1.7,0.4,0.0
4.8,3.0,1.4,0.3,0.0
5.4,3.4,1.5,0.4,0.0
6.3,3.3,6.0,2.5,0.0
5.8,4.0,1.2,0.2,0.0
4.4,2.9,1.4,0.2,0.0
5.2,3.4,1.4,0.2,0.0
6.9,3.1,5.1,2.3,0.0
5.7,3.0,4.2,1.2,0.0
5.1,3.5,1.4,0.3,0.0
7.1,3.0,5.9,2.1,0.0
4.9,2.4,3.3,1.0,0.0
5.5,2.6,4.4,1.2,0.0
6.0,3.4,4.5,1.6,0.0
5.0,3.4,1.6,0.4,0.0
5.1,3.8,1.6,0.2,0.0
6.5,3.0,5.2,2.0,0.0
5.5,2.3,4.0,1.3,0.0
5.7,2.6,3.5,1.0,0.0
6.4,2.8,5.6,2.2,0.0
6.4,2.9,4.3,1.3,0.0
5.0,3.5,1.3,0.3,0.0
6.8,3.2,5.9,2.3,0.0
5.7997288458609315,3.2,6.4,1.5,1.0
6.0,2.9,4.5,1.5,0.0
6.45966349965068,3.2052820730247134,6.830515033694914,2.1516431397571054,2.0
5.8,2.8,5.1,2.4,0.0
5.1,3.5,1.4,0.2,0.0
4.9,2.5,4.5,1.7,0.0
5.4,3.4,1.7,0.2,0.0
5.8,2.7,3.9,1.2,0.0
5.9,3.0,5.1,1.8,0.0
0.2,3.2,1.6,4.7,1.0
5.0,3.2,1.2,0.2,0.0
6.3,3.4,5.6,2.4,0.0
7.7,3.0,6.1,2.3,0.0
6.7,3.0,5.2,2.3,0.0
4.8,3.1,1.6,0.2,0.0
4.9,3.1,1.5,0.2,0.0
5.6,2.5,3.9,1.1,0.0
6.3,2.3,4.4,1.3,0.0
5.1,2.5,3.0,1.1,0.0
6.4,3.2,5.3,2.3,0.0
5.5,3.5,1.3,0.2,0.0
5.8,2.6,4.0,1.2,0.0
7.7,2.8,6.7,2.0,0.0
7.6,3.0,6.6,2.1,0.0
5.6,2.9,3.6,1.3,0.0
4.9,3.1,1.5,0.1,0.0
7.4,2.8,6.1,1.9,0.0
6.1,2.8,4.7,1.2,0.0
6.7,3.0,5.0,1.7,0.0
6.5,2.8,4.6,1.5,0.0
5.1,3.8,1.5,0.3,0.0
6.7,3.1,4.7,1.5,0.0
4.9,3.0,1.4,0.2,0.0
6.2142223872118105,2.0393577102453886,6.180174902798303,1.377605590299612,2.0
7.9,3.8,6.4,2.0,0.0
